"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2014Q2","Belgium","Pakistan","Total","Total","Rejected","Person","125",""
"2014Q2","Belgium","Iraq","Total","Total","Total","Person","305",""
"2014Q2","Belgium","Iraq","Total","Total","Total positive decisions","Person","180",""
"2014Q2","Belgium","Iraq","Total","Total","Rejected","Person","125",""
"2014Q2","Belgium","Syria","Total","Total","Total","Person","270",""
"2014Q2","Belgium","Syria","Total","Total","Total positive decisions","Person","255",""
"2014Q2","Belgium","Syria","Total","Total","Rejected","Person","15",""
"2014Q2","Belgium","Total","Total","Total","Total","Person","4,725",""
"2014Q2","Belgium","Total","Total","Total","Total positive decisions","Person","1,760",""
"2014Q2","Belgium","Total","Total","Total","Rejected","Person","2,965",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Total","Person","1,250",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Total positive decisions","Person","30",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Rejected","Person","1,220",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Total","Person","3,105",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Total positive decisions","Person","15",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Rejected","Person","3,095",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","595",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","10",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","585",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Total","Person","520",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Total positive decisions","Person","100",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Rejected","Person","425",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Total","Person","19,750",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Total positive decisions","Person","8,020",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Rejected","Person","11,730",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Total","Person","260",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Total positive decisions","Person","215",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Rejected","Person","45",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Total","Person","1,255",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Total positive decisions","Person","840",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Rejected","Person","415",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Total","Person","425",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Total positive decisions","Person","125",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Rejected","Person","300",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Total","Person","730",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Total positive decisions","Person","505",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Rejected","Person","230",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Total","Person","4,680",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Total positive decisions","Person","4,385",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Rejected","Person","295",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","19,785",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","8,020",""
"2014Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","11,765",""
"2014Q2","France","Albania","Total","Total","Total","Person","1,505",""
"2014Q2","France","Albania","Total","Total","Total positive decisions","Person","100",""
"2014Q2","France","Albania","Total","Total","Rejected","Person","1,400",""
"2014Q2","France","Serbia","Total","Total","Total","Person","200",""
"2014Q2","France","Serbia","Total","Total","Total positive decisions","Person","60",""
"2014Q2","France","Serbia","Total","Total","Rejected","Person","140",""
"2014Q2","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","1,690",""
"2014Q2","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","150",""
"2014Q2","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","1,540",""
"2014Q2","France","Russia","Total","Total","Total","Person","1,245",""
"2014Q2","France","Russia","Total","Total","Total positive decisions","Person","350",""
"2014Q2","France","Russia","Total","Total","Rejected","Person","900",""
"2014Q2","France","Extra EU-28","Total","Total","Total","Person","16,805",""
"2014Q2","France","Extra EU-28","Total","Total","Total positive decisions","Person","3,445",""
"2014Q2","France","Extra EU-28","Total","Total","Rejected","Person","13,360",""
"2014Q2","France","Eritrea","Total","Total","Total","Person","130",""
"2014Q2","France","Eritrea","Total","Total","Total positive decisions","Person","30",""
"2014Q2","France","Eritrea","Total","Total","Rejected","Person","100",""
"2014Q2","France","Afghanistan","Total","Total","Total","Person","195",""
"2014Q2","France","Afghanistan","Total","Total","Total positive decisions","Person","160",""
"2014Q2","France","Afghanistan","Total","Total","Rejected","Person","35",""
"2014Q2","France","Pakistan","Total","Total","Total","Person","410",""
"2014Q2","France","Pakistan","Total","Total","Total positive decisions","Person","35",""
"2014Q2","France","Pakistan","Total","Total","Rejected","Person","375",""
"2014Q2","France","Iraq","Total","Total","Total","Person","20",""
"2014Q2","France","Iraq","Total","Total","Total positive decisions","Person","15",""
"2014Q2","France","Iraq","Total","Total","Rejected","Person","5",""
"2014Q2","France","Syria","Total","Total","Total","Person","525",""
"2014Q2","France","Syria","Total","Total","Total positive decisions","Person","490",""
"2014Q2","France","Syria","Total","Total","Rejected","Person","35",""
"2014Q2","France","Total","Total","Total","Total","Person","16,805",""
"2014Q2","France","Total","Total","Total","Total positive decisions","Person","3,445",""
"2014Q2","France","Total","Total","Total","Rejected","Person","13,360",""
"2014Q2","Italy","Albania","Total","Total","Total","Person","45",""
"2014Q2","Italy","Albania","Total","Total","Total positive decisions","Person","25",""
"2014Q2","Italy","Albania","Total","Total","Rejected","Person","20",""
"2014Q2","Italy","Serbia","Total","Total","Total","Person","60",""
"2014Q2","Italy","Serbia","Total","Total","Total positive decisions","Person","15",""
"2014Q2","Italy","Serbia","Total","Total","Rejected","Person","45",""
"2014Q2","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","20",""
"2014Q2","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","5",""
"2014Q2","Italy","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","15",""
"2014Q2","Italy","Russia","Total","Total","Total","Person","15",""
"2014Q2","Italy","Russia","Total","Total","Total positive decisions","Person","10",""
"2014Q2","Italy","Russia","Total","Total","Rejected","Person","0",""
"2014Q2","Italy","Extra EU-28","Total","Total","Total","Person","8,650",""
"2014Q2","Italy","Extra EU-28","Total","Total","Total positive decisions","Person","5,250",""
"2014Q2","Italy","Extra EU-28","Total","Total","Rejected","Person","3,400",""
"2014Q2","Italy","Eritrea","Total","Total","Total","Person","410",""
"2014Q2","Italy","Eritrea","Total","Total","Total positive decisions","Person","370",""
"2014Q2","Italy","Eritrea","Total","Total","Rejected","Person","40",""
"2014Q2","Italy","Afghanistan","Total","Total","Total","Person","630",""
"2014Q2","Italy","Afghanistan","Total","Total","Total positive decisions","Person","590",""
"2014Q2","Italy","Afghanistan","Total","Total","Rejected","Person","40",""
"2014Q2","Italy","Pakistan","Total","Total","Total","Person","1,185",""
"2014Q2","Italy","Pakistan","Total","Total","Total positive decisions","Person","580",""
"2014Q2","Italy","Pakistan","Total","Total","Rejected","Person","605",""
"2014Q2","Italy","Iraq","Total","Total","Total","Person","210",""
"2014Q2","Italy","Iraq","Total","Total","Total positive decisions","Person","185",""
"2014Q2","Italy","Iraq","Total","Total","Rejected","Person","25",""
"2014Q2","Italy","Syria","Total","Total","Total","Person","230",""
"2014Q2","Italy","Syria","Total","Total","Total positive decisions","Person","105",""
"2014Q2","Italy","Syria","Total","Total","Rejected","Person","125",""
"2014Q2","Italy","Total","Total","Total","Total","Person","8,650",""
"2014Q2","Italy","Total","Total","Total","Total positive decisions","Person","5,250",""
"2014Q2","Italy","Total","Total","Total","Rejected","Person","3,400",""
"2014Q2","Hungary","Albania","Total","Total","Total","Person","0",""
"2014Q2","Hungary","Albania","Total","Total","Total positive decisions","Person","0",""
"2014Q2","Hungary","Albania","Total","Total","Rejected","Person","0",""
"2014Q2","Hungary","Serbia","Total","Total","Total","Person","0",""
"2014Q2","Hungary","Serbia","Total","Total","Total positive decisions","Person","0",""
"2014Q2","Hungary","Serbia","Total","Total","Rejected","Person","0",""
"2014Q2","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","50",""
"2014Q2","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2014Q2","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","50",""
"2014Q2","Hungary","Russia","Total","Total","Total","Person","0",""
"2014Q2","Hungary","Russia","Total","Total","Total positive decisions","Person","0",""
"2014Q2","Hungary","Russia","Total","Total","Rejected","Person","0",""
"2014Q2","Hungary","Extra EU-28","Total","Total","Total","Person","440",""
"2014Q2","Hungary","Extra EU-28","Total","Total","Total positive decisions","Person","130",""
"2014Q2","Hungary","Extra EU-28","Total","Total","Rejected","Person","305",""
"2014Q2","Hungary","Eritrea","Total","Total","Total","Person","10",""
"2014Q2","Hungary","Eritrea","Total","Total","Total positive decisions","Person","10",""
"2014Q2","Hungary","Eritrea","Total","Total","Rejected","Person","0",""
"2014Q2","Hungary","Afghanistan","Total","Total","Total","Person","85",""
"2014Q2","Hungary","Afghanistan","Total","Total","Total positive decisions","Person","15",""
"2014Q2","Hungary","Afghanistan","Total","Total","Rejected","Person","70",""
"2014Q2","Hungary","Pakistan","Total","Total","Total","Person","25",""
"2014Q2","Hungary","Pakistan","Total","Total","Total positive decisions","Person","0",""
"2014Q2","Hungary","Pakistan","Total","Total","Rejected","Person","25",""
"2014Q2","Hungary","Iraq","Total","Total","Total","Person","5",""
"2014Q2","Hungary","Iraq","Total","Total","Total positive decisions","Person","0",""
"2014Q2","Hungary","Iraq","Total","Total","Rejected","Person","0",""
"2014Q2","Hungary","Syria","Total","Total","Total","Person","60",""
"2014Q2","Hungary","Syria","Total","Total","Total positive decisions","Person","55",""
"2014Q2","Hungary","Syria","Total","Total","Rejected","Person","0",""
"2014Q2","Hungary","Total","Total","Total","Total","Person","440",""
"2014Q2","Hungary","Total","Total","Total","Total positive decisions","Person","130",""
"2014Q2","Hungary","Total","Total","Total","Rejected","Person","305",""
"2014Q2","Netherlands","Albania","Total","Total","Total","Person","15",""
"2014Q2","Netherlands","Albania","Total","Total","Total positive decisions","Person","0",""
"2014Q2","Netherlands","Albania","Total","Total","Rejected","Person","15",""
"2014Q2","Netherlands","Serbia","Total","Total","Total","Person","30",""
"2014Q2","Netherlands","Serbia","Total","Total","Total positive decisions","Person","0",""
"2014Q2","Netherlands","Serbia","Total","Total","Rejected","Person","30",""
"2014Q2","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","10",""
"2014Q2","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
